ID|LABEL|POLICY_NUMBER|POLICY_BIND_DATE|POLICY_STATE|POLICY_CSL|POLICY_DEDUCTABLE|POLICY_ANNUAL_PREMIUM|UMBRELLA_LIMIT|AUTO_MAKE|AUTO_YEAR|AGENT_ID|CLAIM_ID
Q_28.5|policy|Q_28.5|2022-02-06|MO|331.85|34.93|647.61|2976423.58|jeep|2022|A_28|
Q_28.6|policy|Q_28.6|2021-06-04|SD|426.82|56.45|394.38|6479107.0|rivian|2017|A_28|
Q_28.7|policy|Q_28.7|2022-03-25|WI|356.21|45.86|409.58|6968887.52|rivian|1989|A_28|
Q_28.8|policy|Q_28.8|2021-02-15|AK|823.31|71.52|609.52|2324492.85|volvo|1982|A_28|
Q_28.9|policy|Q_28.9|2021-12-11|NV|134.52|23.12|822.92|6270592.98|rivian|1996|A_28|
Q_28.10|policy|Q_28.10|2021-11-16|OR|819.73|56.97|912.12|127602.05|audi|2012|A_28|
Q_28.11|policy|Q_28.11|2022-03-03|HI|163.63|83.73|159.35|9521903.19|audi|2007|A_28|
Q_28.12|policy|Q_28.12|2022-01-14|PA|542.26|11.48|990.14|6669829.6|canoo|1984|A_28|
Q_28.13|policy|Q_28.13|2021-05-23|AR|253.13|44.23|309.16|6027431.0|porsche|1975|A_28|
Q_28.14|policy|Q_28.14|2021-05-10|NV|968.86|89.53|220.64|5753788.58|audi|2011|A_28|
Q_28.15|policy|Q_28.15|2021-04-27|PA|841.88|86.96|707.87|466615.86|audi|1998|A_28|
Q_28.16|policy|Q_28.16|2021-07-15|DE|991.46|46.39|216.15|2352638.06|volvo|2022|A_28|
Q_28.17|policy|Q_28.17|2021-10-13|MI|634.37|72.54|771.78|5520701.32|porsche|1975|A_28|
Q_28.18|policy|Q_28.18|2021-01-21|UT|420.21|59.0|590.13|1662018.67|audi|1973|A_28|
Q_28.19|policy|Q_28.19|2022-04-03|UT|282.05|30.68|297.59|2773846.98|volvo|1989|A_28|
Q_28.20|policy|Q_28.20|2021-05-30|MA|643.96|55.2|414.34|2646698.63|volvo|1980|A_28|
Q_28.21|policy|Q_28.21|2021-09-21|MI|943.12|42.01|389.92|5045794.72|chevy|1973|A_28|
Q_28.22|policy|Q_28.22|2021-05-30|NM|914.46|36.41|212.48|1836510.1|audi|2014|A_28|
Q_28.23|policy|Q_28.23|2021-04-06|AK|917.06|79.46|967.17|6841110.42|rivian|2018|A_28|
Q_28.24|policy|Q_28.24|2021-03-28|MN|853.14|14.21|447.16|4620634.12|porsche|1980|A_28|
Q_28.25|policy|Q_28.25|2021-04-15|AZ|642.11|94.92|626.74|1824871.67|rivian|1977|A_28|
Q_28.26|policy|Q_28.26|2021-12-24|SD|587.99|62.33|163.55|7890251.23|audi|1973|A_28|
Q_28.27|policy|Q_28.27|2021-04-01|NJ|878.63|76.68|869.62|7733478.65|volvo|2014|A_28|
Q_28.28|policy|Q_28.28|2021-04-25|NC|311.31|41.33|509.74|5107287.22|volvo|1981|A_28|
Q_28.29|policy|Q_28.29|2021-08-29|KS|565.04|95.88|577.43|2374416.03|jeep|1994|A_28|
Q_28.30|policy|Q_28.30|2021-05-21|PA|737.14|73.09|921.37|7963504.91|porsche|1996|A_28|
Q_28.31|policy|Q_28.31|2021-11-04|RI|159.39|32.64|890.66|123463.29|audi|2014|A_28|
Q_28.32|policy|Q_28.32|2021-12-19|VA|847.76|40.22|777.22|1509263.08|porsche|2013|A_28|
Q_28.33|policy|Q_28.33|2021-10-10|TX|777.0|93.53|125.77|604985.34|audi|2008|A_28|
Q_28.34|policy|Q_28.34|2021-03-14|MI|640.85|28.62|519.61|8878548.33|jeep|1989|A_28|
Q_28.35|policy|Q_28.35|2021-08-06|IN|624.69|88.5|853.72|2405982.62|rivian|2011|A_28|
Q_28.36|policy|Q_28.36|2022-03-12|NH|121.1|28.59|361.01|9192412.17|audi|2018|A_28|
Q_28.37|policy|Q_28.37|2021-10-14|NV|458.85|64.46|474.8|7003879.85|ford|1992|A_28|
Q_28.38|policy|Q_28.38|2021-12-27|ME|371.98|53.31|360.53|4948830.19|chevy|2004|A_28|
Q_28.39|policy|Q_28.39|2021-02-17|WY|526.0|91.56|147.54|4577736.6|volvo|1998|A_28|
Q_28.40|policy|Q_28.40|2021-09-21|NV|811.94|98.94|136.33|1095745.28|porsche|1977|A_28|
Q_28.41|policy|Q_28.41|2021-10-11|NJ|398.52|15.64|145.73|5387276.2|rivian|2014|A_28|
Q_28.42|policy|Q_28.42|2021-10-08|AL|869.86|67.84|772.31|7606964.33|chevy|2007|A_28|
Q_28.43|policy|Q_28.43|2021-08-20|KS|700.76|25.14|265.21|2090820.66|rivian|2006|A_28|
Q_28.44|policy|Q_28.44|2021-11-18|MD|761.36|87.53|532.16|8930004.93|audi|2010|A_28|
Q_28.45|policy|Q_28.45|2022-03-09|AK|494.81|70.36|123.29|6039736.72|ford|1996|A_28|
Q_28.46|policy|Q_28.46|2021-08-03|RI|865.38|42.79|493.5|4048541.57|chevy|1974|A_28|
Q_28.47|policy|Q_28.47|2022-01-25|MT|870.43|41.37|753.16|2442332.46|porsche|1980|A_28|
Q_28.48|policy|Q_28.48|2021-02-16|MD|896.13|95.77|391.8|3517372.06|rivian|1985|A_28|
Q_28.49|policy|Q_28.49|2021-09-18|TX|455.67|55.23|345.19|6619231.84|volvo|2018|A_28|
Q_28.50|policy|Q_28.50|2021-01-18|MD|601.44|37.05|689.97|2819165.93|ford|2021|A_28|
Q_28.51|policy|Q_28.51|2021-05-30|VA|512.0|35.04|217.94|2058783.02|audi|2022|A_28|
Q_28.52|policy|Q_28.52|2021-04-02|WA|563.0|86.38|147.04|7547554.51|jeep|1990|A_28|
Q_28.53|policy|Q_28.53|2022-03-26|TN|947.3|39.61|532.88|1400643.15|chevy|1987|A_28|
Q_28.54|policy|Q_28.54|2021-04-06|PA|295.5|27.44|816.49|7324861.58|volvo|1979|A_28|
Q_28.55|policy|Q_28.55|2021-09-21|OR|664.38|32.99|845.94|7598400.8|canoo|2003|A_28|
Q_28.56|policy|Q_28.56|2021-06-21|AZ|929.53|11.47|756.49|7318301.55|canoo|2008|A_28|
Q_28.57|policy|Q_28.57|2021-11-29|IL|638.93|21.78|802.8|4765874.6|audi|2019|A_28|
Q_28.58|policy|Q_28.58|2021-05-23|VA|902.74|41.78|906.74|133372.63|rivian|2013|A_28|
Q_28.59|policy|Q_28.59|2021-03-24|OH|686.99|76.15|625.96|2089443.7|jeep|2016|A_28|
Q_28.60|policy|Q_28.60|2021-12-10|LA|269.11|24.0|339.21|9317161.71|porsche|2006|A_28|
Q_28.61|policy|Q_28.61|2021-07-20|MT|348.25|39.2|651.0|4663551.86|canoo|2002|A_28|
Q_28.62|policy|Q_28.62|2021-02-02|MN|675.14|37.97|137.56|7099805.83|ford|2013|A_28|
Q_28.63|policy|Q_28.63|2022-02-05|VA|383.77|47.79|172.17|1758583.08|porsche|2013|A_28|
Q_28.64|policy|Q_28.64|2022-04-25|CO|973.25|76.21|230.48|4718833.53|volvo|1998|A_28|
Q_28.65|policy|Q_28.65|2021-08-24|NE|999.73|87.98|383.71|5243574.54|canoo|2005|A_28|
Q_28.66|policy|Q_28.66|2021-04-27|OH|756.8|12.66|892.24|5147545.87|chevy|1996|A_28|
Q_28.67|policy|Q_28.67|2021-01-22|CT|221.19|84.03|168.58|7255312.25|porsche|1993|A_28|
Q_28.68|policy|Q_28.68|2021-08-16|WY|753.55|31.68|458.43|5233391.29|canoo|1982|A_28|
Q_28.69|policy|Q_28.69|2021-03-05|IN|630.41|10.08|439.0|5920343.39|audi|1979|A_28|
Q_28.70|policy|Q_28.70|2021-04-03|NM|169.1|89.41|140.46|6045615.96|rivian|2016|A_28|
Q_28.71|policy|Q_28.71|2021-01-18|WA|164.14|10.99|549.15|2574154.2|canoo|2014|A_28|
Q_28.72|policy|Q_28.72|2021-05-05|NC|638.52|17.58|288.01|9901279.44|canoo|2009|A_28|
Q_28.73|policy|Q_28.73|2022-02-07|NJ|551.05|80.81|105.74|9994875.96|volvo|2019|A_28|
Q_28.74|policy|Q_28.74|2022-01-27|SC|876.08|17.74|385.41|9011623.9|volvo|2019|A_28|
Q_28.75|policy|Q_28.75|2021-02-23|PA|331.88|49.49|320.01|9229841.69|audi|2002|A_28|
Q_28.76|policy|Q_28.76|2021-12-06|NV|555.49|32.36|677.14|6328674.05|audi|2011|A_28|
Q_28.77|policy|Q_28.77|2022-04-22|CO|384.68|21.11|609.62|6284606.19|ford|1979|A_28|
Q_28.78|policy|Q_28.78|2021-05-03|SD|103.91|39.92|726.26|5607339.14|chevy|1976|A_28|
Q_28.79|policy|Q_28.79|2021-12-03|FL|380.38|58.32|771.19|7586229.57|chevy|2019|A_28|
Q_28.80|policy|Q_28.80|2022-01-07|MO|258.11|84.99|561.94|6282055.03|jeep|1981|A_28|
Q_28.81|policy|Q_28.81|2021-03-01|WV|684.7|14.2|761.53|426227.73|chevy|1975|A_28|
Q_28.82|policy|Q_28.82|2021-05-12|MT|138.12|69.59|429.77|6589959.89|chevy|2019|A_28|
Q_28.83|policy|Q_28.83|2021-05-23|CO|716.19|80.99|219.19|4951646.4|volvo|1986|A_28|
Q_28.84|policy|Q_28.84|2021-01-11|OR|683.59|28.23|636.1|7817620.28|canoo|1975|A_28|
Q_28.85|policy|Q_28.85|2022-04-30|DE|606.31|96.04|588.05|325534.95|ford|1980|A_28|
Q_28.86|policy|Q_28.86|2021-09-13|CO|617.64|83.17|289.27|1145405.14|chevy|1975|A_28|
Q_28.87|policy|Q_28.87|2021-02-26|ND|550.91|28.98|409.97|6486641.02|chevy|2014|A_28|
Q_28.88|policy|Q_28.88|2022-04-29|AL|550.85|57.55|118.08|2163041.2|audi|1998|A_28|
Q_28.89|policy|Q_28.89|2021-01-30|AK|532.56|19.81|824.8|7640932.34|volvo|2006|A_28|
Q_28.90|policy|Q_28.90|2022-03-22|CT|395.71|95.79|744.08|1054774.93|jeep|1988|A_28|
Q_28.91|policy|Q_28.91|2021-10-31|NH|179.71|22.31|695.66|9957214.59|jeep|1997|A_28|
Q_28.92|policy|Q_28.92|2021-09-24|ID|563.87|79.79|867.72|891637.52|chevy|2001|A_28|
Q_28.93|policy|Q_28.93|2021-11-29|PA|613.4|85.12|946.79|4936191.71|chevy|1974|A_28|
Q_28.94|policy|Q_28.94|2021-10-10|AK|207.64|95.37|542.4|6828236.54|audi|2004|A_28|
Q_28.95|policy|Q_28.95|2022-03-07|IL|662.68|16.15|216.09|753401.58|ford|1992|A_28|
Q_28.96|policy|Q_28.96|2022-02-23|KS|386.78|17.21|712.2|6473169.47|rivian|2001|A_28|
Q_28.97|policy|Q_28.97|2021-08-01|SD|520.49|20.87|842.31|1009957.91|chevy|2007|A_28|
Q_28.98|policy|Q_28.98|2021-12-08|MI|213.95|88.38|142.28|3236271.68|volvo|1989|A_28|
Q_28.99|policy|Q_28.99|2021-03-16|CT|773.95|67.33|508.35|902628.25|chevy|1971|A_28|
Q_29.1|policy|Q_29.1|2021-02-01|SD|264.82|34.66|618.65|1316044.82|canoo|2015|A_29|
Q_29.2|policy|Q_29.2|2021-01-16|IL|924.45|95.71|820.36|6232446.15|ford|2015|A_29|
Q_29.3|policy|Q_29.3|2021-09-12|IL|571.75|49.41|341.43|6214050.34|volvo|1997|A_29|
Q_29.4|policy|Q_29.4|2022-02-05|SD|437.71|74.59|193.78|5169744.47|audi|1999|A_29|
Q_29.5|policy|Q_29.5|2021-03-19|MD|821.4|71.36|321.55|2817308.65|jeep|1999|A_29|
Q_29.6|policy|Q_29.6|2021-09-14|MA|222.88|86.33|491.56|9227767.02|audi|1974|A_29|
Q_29.7|policy|Q_29.7|2022-03-29|WA|408.2|33.47|816.28|8820915.9|chevy|1980|A_29|
Q_29.8|policy|Q_29.8|2021-10-06|WA|446.46|13.88|625.32|4963937.38|jeep|2005|A_29|
Q_29.9|policy|Q_29.9|2021-11-20|KS|486.16|80.22|523.15|74254.69|ford|1977|A_29|
Q_29.10|policy|Q_29.10|2021-02-20|RI|487.83|92.27|977.4|118135.2|rivian|1980|A_29|
Q_29.11|policy|Q_29.11|2021-12-26|DC|558.37|40.12|762.75|2444189.85|chevy|1989|A_29|
Q_29.12|policy|Q_29.12|2021-02-20|MT|579.78|73.28|224.2|4951692.69|ford|2011|A_29|
Q_29.13|policy|Q_29.13|2021-03-17|NV|937.23|46.32|933.66|5215737.32|ford|2014|A_29|
Q_29.14|policy|Q_29.14|2022-03-05|WA|152.62|26.53|160.86|6451060.56|volvo|1972|A_29|
Q_29.15|policy|Q_29.15|2021-04-04|WA|513.22|72.97|671.19|6497551.98|canoo|2015|A_29|
Q_29.16|policy|Q_29.16|2021-01-30|AL|418.47|90.41|768.94|1345685.54|rivian|1981|A_29|
Q_29.17|policy|Q_29.17|2022-04-05|FL|258.99|30.54|625.22|275193.3|ford|2010|A_29|
Q_29.18|policy|Q_29.18|2021-12-18|TX|162.61|84.68|670.29|1161907.33|porsche|2002|A_29|
Q_29.19|policy|Q_29.19|2021-08-13|TX|802.39|68.16|854.33|6312530.47|jeep|2022|A_29|
Q_29.20|policy|Q_29.20|2021-08-05|KS|108.8|37.94|976.91|5282787.21|volvo|2003|A_29|
Q_29.21|policy|Q_29.21|2022-03-20|PA|965.53|26.39|113.2|356856.5|porsche|1986|A_29|
Q_29.22|policy|Q_29.22|2021-02-05|CA|259.52|61.92|610.2|931363.72|canoo|2004|A_29|
Q_29.23|policy|Q_29.23|2022-01-19|WV|522.61|39.05|571.0|9055127.68|jeep|1971|A_29|
Q_29.24|policy|Q_29.24|2021-11-05|UT|606.27|32.95|877.25|5801727.64|rivian|2018|A_29|
Q_29.25|policy|Q_29.25|2021-02-27|CA|761.28|83.81|204.44|5944394.0|porsche|1983|A_29|
Q_29.26|policy|Q_29.26|2021-10-24|TN|793.39|89.55|986.2|2545659.89|chevy|1992|A_29|
Q_29.27|policy|Q_29.27|2021-02-20|MI|614.7|28.16|747.2|6761328.9|chevy|2016|A_29|
Q_29.28|policy|Q_29.28|2022-02-18|CA|710.58|58.59|952.35|7902788.89|audi|2003|A_29|
Q_29.29|policy|Q_29.29|2021-08-12|WY|705.14|75.71|248.34|9240967.93|chevy|1997|A_29|
Q_29.30|policy|Q_29.30|2021-03-18|KS|666.11|10.08|535.89|716413.14|chevy|2007|A_29|
Q_29.31|policy|Q_29.31|2022-02-27|ME|216.95|26.77|829.34|440908.79|chevy|2011|A_29|
Q_29.32|policy|Q_29.32|2021-04-09|AR|750.74|58.0|877.63|5748767.54|volvo|2018|A_29|
Q_29.33|policy|Q_29.33|2021-08-16|VA|857.41|42.73|983.08|5870121.81|jeep|1988|A_29|
Q_29.34|policy|Q_29.34|2022-03-25|WV|780.42|39.64|721.78|9824163.72|audi|1980|A_29|
Q_29.35|policy|Q_29.35|2021-02-25|MO|475.45|60.8|744.06|3939596.53|volvo|1983|A_29|
Q_29.36|policy|Q_29.36|2021-01-21|NE|435.92|81.06|238.18|6636006.97|porsche|1993|A_29|
Q_29.37|policy|Q_29.37|2021-06-02|CA|203.86|42.74|197.82|4536060.88|volvo|1997|A_29|
Q_29.38|policy|Q_29.38|2021-04-23|CT|744.03|29.19|449.15|6975321.3|jeep|1977|A_29|
Q_29.39|policy|Q_29.39|2022-04-08|MD|262.73|92.83|745.09|6393115.93|porsche|1979|A_29|
Q_29.40|policy|Q_29.40|2021-11-09|FL|272.59|97.96|881.06|8424181.01|jeep|2008|A_29|
Q_29.41|policy|Q_29.41|2021-10-25|MI|371.36|94.6|660.21|4464380.98|ford|1981|A_29|
Q_29.42|policy|Q_29.42|2022-03-22|UT|985.46|27.94|443.96|4795064.97|jeep|2007|A_29|
Q_29.43|policy|Q_29.43|2021-06-03|NE|999.67|32.34|506.16|7001153.14|audi|1974|A_29|
Q_29.44|policy|Q_29.44|2022-02-22|ND|288.95|56.18|291.68|7348719.41|audi|1998|A_29|
Q_29.45|policy|Q_29.45|2021-03-10|MI|959.83|55.36|738.35|8165725.13|porsche|1973|A_29|
Q_29.46|policy|Q_29.46|2021-04-10|NH|161.13|17.91|419.94|8571502.99|chevy|2016|A_29|
Q_29.47|policy|Q_29.47|2021-02-06|DE|765.79|62.43|820.46|1851256.41|canoo|1994|A_29|
Q_29.48|policy|Q_29.48|2021-01-05|DE|834.49|42.07|315.04|7154032.76|chevy|1980|A_29|
Q_29.49|policy|Q_29.49|2022-03-09|SC|527.92|77.75|999.53|4347356.0|ford|2004|A_29|
Q_29.50|policy|Q_29.50|2021-01-12|NC|602.5|10.32|153.74|7965781.87|porsche|2012|A_29|
Q_29.51|policy|Q_29.51|2022-01-09|NY|951.83|28.04|929.13|6075949.75|jeep|1999|A_29|
Q_29.52|policy|Q_29.52|2022-03-11|CA|139.13|25.05|180.52|2172864.5|chevy|1981|A_29|
Q_29.53|policy|Q_29.53|2021-10-25|NC|188.97|89.0|214.52|9738102.66|porsche|2015|A_29|
Q_29.54|policy|Q_29.54|2021-03-29|WA|694.39|52.26|384.95|8188804.83|canoo|2017|A_29|
Q_29.55|policy|Q_29.55|2021-07-03|NH|690.88|84.78|577.69|649515.03|chevy|1981|A_29|
Q_29.56|policy|Q_29.56|2022-01-09|IN|211.88|69.18|844.41|1924365.09|chevy|1996|A_29|
Q_29.57|policy|Q_29.57|2021-11-30|DE|627.53|29.42|871.12|8165549.96|volvo|2016|A_29|
Q_29.58|policy|Q_29.58|2022-01-10|MD|391.05|37.7|369.0|9094467.37|chevy|1986|A_29|
Q_29.59|policy|Q_29.59|2021-08-07|DE|101.47|64.0|990.48|8115372.6|canoo|2017|A_29|
Q_29.60|policy|Q_29.60|2021-06-11|NV|861.02|19.93|544.94|363111.57|jeep|1973|A_29|
Q_29.61|policy|Q_29.61|2021-12-13|LA|274.46|14.62|506.92|8508598.07|chevy|2016|A_29|
Q_29.62|policy|Q_29.62|2021-04-19|PA|355.06|72.37|456.5|8125661.59|ford|1979|A_29|
Q_29.63|policy|Q_29.63|2021-09-11|MD|546.7|70.28|620.55|742297.93|jeep|2015|A_29|
Q_29.64|policy|Q_29.64|2021-12-24|NE|181.55|53.28|949.14|5454043.24|jeep|2016|A_29|
Q_29.65|policy|Q_29.65|2021-11-07|CT|285.08|77.19|217.96|7046457.19|jeep|1971|A_29|
Q_29.66|policy|Q_29.66|2021-10-08|MT|651.12|44.93|942.09|3851441.69|audi|1980|A_29|
Q_29.67|policy|Q_29.67|2021-04-05|IA|849.45|98.18|657.27|3271691.05|porsche|2002|A_29|
Q_29.68|policy|Q_29.68|2021-12-25|DE|358.16|73.97|492.63|550675.0|chevy|1983|A_29|
Q_29.69|policy|Q_29.69|2021-02-13|CO|148.71|57.63|443.93|5657933.92|chevy|2019|A_29|
Q_29.70|policy|Q_29.70|2022-03-20|AL|531.65|73.47|326.72|2954119.3|audi|1993|A_29|
Q_29.71|policy|Q_29.71|2022-04-06|MT|710.89|11.5|923.51|3458164.05|jeep|2014|A_29|
Q_29.72|policy|Q_29.72|2022-03-17|FL|544.2|60.14|394.93|6038118.61|ford|2020|A_29|
Q_29.73|policy|Q_29.73|2021-02-21|NM|815.31|42.19|277.53|5535297.71|volvo|1970|A_29|
Q_29.74|policy|Q_29.74|2021-02-07|GA|149.69|29.65|437.67|5858850.46|ford|1982|A_29|
Q_29.75|policy|Q_29.75|2021-09-16|AZ|393.59|88.51|821.94|6808043.68|audi|1978|A_29|
Q_29.76|policy|Q_29.76|2021-02-07|OR|590.53|36.86|205.32|4572534.55|rivian|1999|A_29|
Q_29.77|policy|Q_29.77|2021-02-19|MT|560.77|15.82|830.4|7218044.22|rivian|1987|A_29|
Q_29.78|policy|Q_29.78|2021-04-19|WI|104.83|86.82|501.75|3597257.93|porsche|1991|A_29|
Q_29.79|policy|Q_29.79|2021-02-10|MN|797.15|21.87|493.57|6519642.7|canoo|1975|A_29|
Q_29.80|policy|Q_29.80|2021-04-19|KY|211.27|42.47|635.85|7487574.39|audi|2019|A_29|
Q_29.81|policy|Q_29.81|2021-12-19|MA|645.22|85.43|991.97|8778656.48|canoo|2020|A_29|
Q_29.82|policy|Q_29.82|2022-01-02|GA|397.98|53.95|596.84|3576260.77|volvo|2005|A_29|
Q_29.83|policy|Q_29.83|2021-03-28|CO|561.1|22.81|976.58|5573739.78|canoo|2007|A_29|
Q_29.84|policy|Q_29.84|2021-11-23|KY|727.79|77.06|320.91|400481.46|ford|1989|A_29|
Q_29.85|policy|Q_29.85|2021-08-31|OR|562.78|64.36|182.88|1892286.22|canoo|2009|A_29|
Q_29.86|policy|Q_29.86|2021-10-20|CA|981.6|54.53|341.91|6985098.26|volvo|2015|A_29|
Q_29.87|policy|Q_29.87|2021-12-06|HI|657.14|58.12|665.47|2539846.18|volvo|1983|A_29|
Q_29.88|policy|Q_29.88|2022-04-26|OK|383.57|60.34|937.59|2533722.44|ford|1985|A_29|
Q_29.89|policy|Q_29.89|2021-02-24|VT|880.11|12.13|799.79|1699685.42|jeep|1986|A_29|
Q_29.90|policy|Q_29.90|2021-07-25|FL|815.71|84.13|855.7|769955.16|volvo|1991|A_29|
Q_29.91|policy|Q_29.91|2022-03-20|NV|767.74|71.62|781.91|2230102.69|volvo|2005|A_29|
Q_29.92|policy|Q_29.92|2021-05-26|MI|892.36|48.11|693.49|1545551.22|chevy|2012|A_29|
Q_29.93|policy|Q_29.93|2021-10-24|AK|857.15|67.99|375.7|9115913.85|rivian|1976|A_29|
Q_29.94|policy|Q_29.94|2022-04-13|FL|510.72|34.37|548.32|5963835.26|jeep|2003|A_29|
Q_29.95|policy|Q_29.95|2022-02-10|SC|581.51|64.15|122.94|1245936.83|chevy|2000|A_29|
Q_29.96|policy|Q_29.96|2021-05-25|DC|840.49|40.01|262.1|3931767.24|jeep|2010|A_29|
Q_29.97|policy|Q_29.97|2021-04-27|KS|821.04|63.64|323.48|1815513.53|porsche|1972|A_29|
Q_29.98|policy|Q_29.98|2021-08-01|OK|734.03|50.62|575.58|9819942.05|rivian|1978|A_29|
Q_29.99|policy|Q_29.99|2021-04-15|NC|401.63|65.07|787.49|7402073.39|volvo|1990|A_29|
Q_30.1|policy|Q_30.1|2021-10-14|CO|215.69|58.52|822.61|4539173.28|ford|1990|A_30|
Q_30.2|policy|Q_30.2|2021-09-15|ID|884.77|61.16|317.35|7307124.74|chevy|1985|A_30|
Q_30.3|policy|Q_30.3|2021-05-15|SD|254.64|88.16|913.2|2630700.28|canoo|2007|A_30|
Q_30.4|policy|Q_30.4|2021-12-10|WI|839.92|40.01|981.79|21145.69|volvo|1975|A_30|
Q_30.5|policy|Q_30.5|2021-11-06|WA|538.44|58.78|139.82|420959.56|porsche|1971|A_30|
Q_30.6|policy|Q_30.6|2022-04-21|AL|259.38|58.58|896.79|2401134.71|canoo|2007|A_30|
Q_30.7|policy|Q_30.7|2021-11-22|MO|866.75|78.75|163.67|1563231.35|ford|2020|A_30|
Q_30.8|policy|Q_30.8|2022-01-27|MO|538.09|21.39|405.45|5590932.74|ford|2018|A_30|
Q_30.9|policy|Q_30.9|2021-09-06|MD|410.12|10.05|516.12|4787733.41|rivian|2006|A_30|
Q_30.10|policy|Q_30.10|2022-03-24|DC|390.68|74.26|862.89|4783305.05|jeep|1989|A_30|
Q_30.11|policy|Q_30.11|2021-02-09|MT|343.41|10.77|815.71|197628.9|jeep|2020|A_30|
Q_30.12|policy|Q_30.12|2021-02-08|NY|632.11|37.43|250.98|3757065.65|jeep|2017|A_30|
Q_30.13|policy|Q_30.13|2021-10-01|MN|160.7|23.31|754.34|7965179.9|canoo|1981|A_30|
Q_30.14|policy|Q_30.14|2022-03-11|NM|886.61|78.66|588.87|1881722.55|canoo|2014|A_30|
Q_30.15|policy|Q_30.15|2021-11-07|MN|360.29|12.17|909.35|4419546.27|chevy|2017|A_30|
Q_30.16|policy|Q_30.16|2021-05-24|CO|619.91|33.44|154.26|2087578.86|rivian|1988|A_30|
Q_30.17|policy|Q_30.17|2022-04-09|CT|933.53|52.53|517.83|9967849.08|volvo|2002|A_30|
Q_30.18|policy|Q_30.18|2021-01-17|MN|240.21|20.28|755.7|187260.66|rivian|2004|A_30|
Q_30.19|policy|Q_30.19|2021-08-15|TN|876.09|74.77|870.75|6066271.77|volvo|1981|A_30|
Q_30.20|policy|Q_30.20|2022-03-08|CA|850.02|98.54|382.95|9239493.9|canoo|2008|A_30|
Q_30.21|policy|Q_30.21|2021-06-23|KY|324.19|77.04|139.38|4915093.4|jeep|1971|A_30|
Q_30.22|policy|Q_30.22|2022-04-24|CT|999.47|82.9|189.92|6679949.52|canoo|2003|A_30|
Q_30.23|policy|Q_30.23|2021-12-21|OR|490.8|90.59|112.57|7908828.75|jeep|2021|A_30|
Q_30.24|policy|Q_30.24|2022-04-19|KS|214.98|96.79|813.33|6445876.82|audi|2009|A_30|
Q_30.25|policy|Q_30.25|2021-12-23|RI|522.98|26.37|986.84|8713652.68|ford|1996|A_30|
Q_30.26|policy|Q_30.26|2022-03-01|TN|346.72|17.32|551.22|5147267.85|ford|2010|A_30|
Q_30.27|policy|Q_30.27|2021-09-23|GA|960.63|93.9|175.2|2673498.44|ford|2013|A_30|
Q_30.28|policy|Q_30.28|2021-05-07|OK|639.01|17.46|546.11|3983737.09|volvo|1984|A_30|
Q_30.29|policy|Q_30.29|2021-01-18|GA|523.91|11.44|614.57|2707424.88|porsche|1972|A_30|
Q_30.30|policy|Q_30.30|2022-02-03|NC|140.02|29.88|960.78|4629396.9|jeep|2014|A_30|
Q_30.31|policy|Q_30.31|2021-01-15|ME|809.05|81.69|850.85|5096550.11|rivian|1975|A_30|
Q_30.32|policy|Q_30.32|2021-06-20|NJ|465.22|70.94|302.32|4569333.89|ford|1970|A_30|
Q_30.33|policy|Q_30.33|2021-08-27|NY|564.6|60.37|970.93|2426804.93|audi|2012|A_30|
Q_30.34|policy|Q_30.34|2022-01-06|AZ|270.91|44.84|147.95|6527942.66|porsche|1985|A_30|
Q_30.35|policy|Q_30.35|2021-03-14|MO|425.19|82.38|559.88|2357582.35|chevy|2010|A_30|
Q_30.36|policy|Q_30.36|2021-10-07|IL|459.3|79.21|999.51|5213928.53|chevy|1990|A_30|
Q_30.37|policy|Q_30.37|2021-06-02|AK|627.35|14.3|226.8|3258657.82|canoo|1979|A_30|
Q_30.38|policy|Q_30.38|2021-04-03|SD|408.43|70.63|811.32|3207890.42|volvo|2009|A_30|
Q_30.39|policy|Q_30.39|2021-05-03|NY|794.15|48.26|311.99|7300139.83|chevy|1999|A_30|
Q_30.40|policy|Q_30.40|2022-01-14|AK|118.27|63.77|139.23|9665625.39|chevy|2021|A_30|
Q_30.41|policy|Q_30.41|2021-08-13|AK|423.12|86.05|484.4|7569790.86|rivian|1997|A_30|
Q_30.42|policy|Q_30.42|2022-02-02|KY|817.24|32.99|961.8|1471978.77|ford|1974|A_30|
Q_30.43|policy|Q_30.43|2021-09-15|NV|452.86|49.78|265.04|2610700.46|audi|1999|A_30|
Q_30.44|policy|Q_30.44|2021-10-20|MD|153.28|88.77|432.41|5347546.71|canoo|2022|A_30|
Q_30.45|policy|Q_30.45|2022-04-02|IL|161.14|20.01|827.58|9596264.26|volvo|1998|A_30|
Q_30.46|policy|Q_30.46|2021-10-10|MS|682.04|33.28|981.02|5613494.15|rivian|2001|A_30|
Q_30.47|policy|Q_30.47|2022-02-06|MA|698.17|75.38|418.57|7861209.15|chevy|2010|A_30|
Q_30.48|policy|Q_30.48|2021-07-27|KY|526.85|75.27|983.05|5395966.56|porsche|2007|A_30|
Q_30.49|policy|Q_30.49|2021-12-05|KS|155.25|23.65|924.12|5658955.26|chevy|1992|A_30|
Q_30.50|policy|Q_30.50|2022-01-03|NV|360.03|38.87|226.48|7397904.8|ford|2003|A_30|
